9.557653,-13.024457,0.7278373,01-15 15:01:23:314,Walking
9.844957,-13.311762,1.0151415,01-15 15:01:23:318,Walking
10.208876,-13.455414,1.1492168,01-15 15:01:23:322,Walking
10.840945,-13.570335,1.2066777,01-15 15:01:23:326,Walking
11.501745,-13.627796,1.1779473,01-15 15:01:23:330,Walking
12.258312,-13.666103,1.043872,01-15 15:01:23:334,Walking
13.254301,-13.704411,0.89064306,01-15 15:01:23:338,Walking
14.135366,-13.723564,0.7374141,01-15 15:01:23:342,Walking
15.073894,-13.733141,0.51714754,01-15 15:01:23:346,Walking
16.050728,-13.761871,0.18195933,01-15 15:01:23:350,Walking
16.79772,-13.790602,-0.095768064,01-15 15:01:23:354,Walking
17.314867,-13.800179,-0.45010993,01-15 15:01:23:358,Walking
17.621325,-13.723564,-0.8810662,01-15 15:01:23:362,Walking
17.60217,-13.484144,-1.2641385,01-15 15:01:23:366,Walking
17.372328,-13.129802,-1.6089035,01-15 15:01:23:370,Walking
16.893488,-12.641385,-1.8866309,01-15 15:01:23:374,Walking
16.481684,-12.248735,-2.1068976,01-15 15:01:23:381,Walking
16.041151,-11.923124,-2.3175871,01-15 15:01:23:382,Walking
15.792154,-11.712435,-2.528277,01-15 15:01:23:386,Walking
15.648502,-11.587936,-2.7485435,01-15 15:01:23:390,Walking
15.552734,-11.520899,-2.9975405,01-15 15:01:23:394,Walking
15.524004,-11.559206,-3.1411927,01-15 15:01:23:398,Walking
15.533581,-11.559206,-3.1986535,01-15 15:01:23:402,Walking
15.581465,-11.520899,-3.1986535,01-15 15:01:23:406,Walking
15.638926,-11.492168,-3.1986535,01-15 15:01:23:410,Walking
15.581465,-11.60709,-2.6910827,01-15 15:01:23:414,Walking
15.658079,-11.865664,-0.23942018,01-15 15:01:23:418,Walking
15.50485,-11.57836,0.45010993,01-15 15:01:23:422,Walking
15.773001,-11.243171,0.2777274,01-15 15:01:23:426,Walking
16.261417,-10.754754,0.47884035,01-15 15:01:23:430,Walking
16.46253,-10.25676,0.6991069,01-15 15:01:23:434,Walking
16.452953,-9.672575,1.1204864,01-15 15:01:23:438,Walking
16.443377,-9.346964,1.6280571,01-15 15:01:23:442,Walking
16.529568,-9.193734,1.9536686,01-15 15:01:23:446,Walking
16.673222,-9.078813,2.135628,01-15 15:01:23:450,Walking
16.74026,-8.8777,2.27928,01-15 15:01:23:454,Walking
13.196839,-3.2273839,1.043872,01-15 15:01:23:529,Walking
13.263878,-2.6048915,0.6512229,01-15 15:01:23:534,Walking
13.369223,-2.0207062,0.30645782,01-15 15:01:23:540,Walking
13.359646,-1.5897499,-0.08619126,01-15 15:01:23:545,Walking
13.072341,-1.3024458,-0.34476504,01-15 15:01:23:550,Walking
12.670115,-1.0534488,-0.545878,01-15 15:01:23:554,Walking
12.248735,-0.79487497,-0.79487497,01-15 15:01:23:560,Walking
11.856087,-0.7469909,-0.9959879,01-15 15:01:23:565,Walking
11.233594,-0.79487497,-1.0151415,01-15 15:01:23:570,Walking
10.25676,-0.7661445,-1.1683705,01-15 15:01:23:575,Walking
9.423578,-1.1492168,-0.33518824,01-15 15:01:23:580,Walking
8.42759,-1.8004397,0.641646,01-15 15:01:23:585,Walking
7.086837,-2.9017725,1.436521,01-15 15:01:23:590,Walking
5.046977,-4.5298295,1.4460979,01-15 15:01:23:595,Walking
2.7485435,-6.445191,0.9576807,01-15 15:01:23:600,Walking
-0.25857377,-8.6095495,0.22984336,01-15 15:01:23:605,Walking
-3.1507695,-10.860099,-1.3311762,01-15 15:01:23:610,Walking
-6.196194,-12.449849,-2.327164,01-15 15:01:23:614,Walking
-7.9104424,-12.421119,-1.8962077,01-15 15:01:23:619,Walking
-6.799533,-11.003751,0.9672575,01-15 15:01:23:624,Walking
